publication,doi,region,site_name,sample_id,sample_year,plant_name,genus,species,growth_form,habitat,lat,lon,elevation,cat,n_samples,conc_ugg_plant,c20_fconc,c21_fconc,c22_fconc,c23_fconc,c24_fconc,c25_fconc,c26_fconc,c27_fconc,c28_fconc,c29_fconc,c30_fconc,c31_fconc,c32_fconc,c20_fd2h,c20_fd2h_unc,c22_fd2h,c22_fd2h_unc,c24_fd2h,c24_fd2h_unc,c26_fd2h,c26_fd2h_unc,c28_fd2h,c28_fd2h_unc,c30_fd2h,c30_fd2h_unc,c32_fd2h,c32_fd2h_unc,c20_fd13c,c20_fd13c_unc,c22_fd13c,c22_fd13c_unc,c24_fd13c,c24_fd13c_unc,c26_fd13c,c26_fd13c_unc,c28_fd13c,c28_fd13c_unc,c30_fd13c,c30_fd13c_unc,c32_fd13c,c32_fd13c_unc,c21_aconc,c22_aconc,c23_aconc,c24_aconc,c25_aconc,c26_aconc,c27_aconc,c28_aconc,c29_aconc,c30_aconc,c31_aconc,c32_aconc,c33_aconc,c21_ad2h,c21_ad2h_unc,c23_ad2h,c23_ad2h_unc,c25_ad2h,c25_ad2h_unc,c27_ad2h,c27_ad2h_unc,c29_ad2h,c29_ad2h_unc,c31_ad2h,c31_ad2h_unc,c33_ad2h,c33_ad2h_unc,c21_ad13c,c21_ad13c_unc,c23_ad13c,c23_ad13c_unc,c25_ad13c,c25_ad13c_unc,c27_ad13c,c27_a13c_unc,c29_ad13c,c29_ad13c_unc,c31_ad13c,c31_ad13c_unc,c33_ad13c,c33_ad13c_unc
Berke_et_al_2019,https://doi.org/10.1016/j.gca.2018.10.020,western Greenland,Kangerlussuaq,GR3 SAGL,2014,Salix glauca,Salix,glauca,shrub,terrestrial,67.02,-50.7,50,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.01,5.58,13.82,22.59,39.47,6.2,76.41,0.8,8.47,0.13,0.73,0,0,nan,nan,nan,nan,-239.41,1.78,-241.39,0.78,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Berke_et_al_2019,https://doi.org/10.1016/j.gca.2018.10.020,western Greenland,Kangerlussuaq,GR4 SAGL,2014,Salix glauca,Salix,glauca,shrub,terrestrial,67.02,-50.7,50,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.46,6.83,16.61,17.93,46.75,7.45,146.4,1.81,16.58,0.23,1.4,0,0.23,nan,nan,-221.39,0.18,-225.48,0.86,-231.04,0.49,-212.97,0.51,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Berke_et_al_2019,https://doi.org/10.1016/j.gca.2018.10.020,western Greenland,Kangerlussuaq,GR5 SAGL,2014,Salix glauca,Salix,glauca,shrub,terrestrial,67.02,-50.7,50,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.17,2,6.75,4.89,21.05,3.74,123.28,1.36,25.2,0.13,1.05,0,0,nan,nan,nan,nan,-217.91,0.15,-231.45,0.12,-213.23,0.26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Berke_et_al_2019,https://doi.org/10.1016/j.gca.2018.10.020,western Greenland,Kangerlussuaq,GR6 SAGL,2014,Salix glauca,Salix,glauca,shrub,terrestrial,67.02,-50.7,50,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.81,2.73,26.68,8.72,46.04,1.61,98.13,1.19,12.97,0.18,0.86,0,0,nan,nan,nan,nan,-232.23,1.78,-229.85,0.53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Berke_et_al_2019,https://doi.org/10.1016/j.gca.2018.10.020,western Greenland,Kangerlussuaq,GR7 SAGL,2014,Salix glauca,Salix,glauca,shrub,terrestrial,67.02,-50.7,50,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.43,9.46,8.98,23.33,25.28,2.66,33.8,0.42,3.84,0,0,0,0,nan,nan,nan,nan,-218.63,0.06,-219.56,0.23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Berke_et_al_2019,https://doi.org/10.1016/j.gca.2018.10.020,western Greenland,Kangerlussuaq,GR9 SAGL,2014,Salix glauca,Salix,glauca,shrub,terrestrial,67.02,-50.7,50,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.45,4.59,9.53,11.42,37.12,1.25,55.94,0.62,7.09,0.13,0.71,0,0,nan,nan,nan,nan,-239.33,0.76,-238.88,0.21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dion-Kirschner_et_al_2020,https://doi.org/10.1016/j.gca.2020.07.027,western Greenland,LSL,0N,2015,Salix glauca,Salix,glauca,shrub,terrestrial,67.03,-50.31,124,2,1,1,14.12,1.78,14.45,5.78,13.71,2.96,4.19,1.75,1.27,nan,nan,nan,nan,nan,nan,nan,nan,-200.68,4.96,-197.6,5.35,nan,nan,nan,nan,nan,nan,nan,nan,-36.39,0.31,-36.34,0.39,-35.68,0.25,-35.73,0.25,nan,nan,nan,nan,4.75,8.12,27.23,6.96,113.25,5.51,176.77,3.37,18.24,nan,nan,nan,nan,nan,nan,-228.89,5.09,-228.34,5.09,-223.3,5.79,-208.89,7.5,nan,nan,nan,nan,-31.75,0.13,-30.71,0.4,-30.11,0.15,-29.54,0.18,-29.36,0.42,nan,nan,nan,nan
Dion-Kirschner_et_al_2020,https://doi.org/10.1016/j.gca.2020.07.027,western Greenland,LSL,10E,2015,Salix glauca,Salix,glauca,shrub,terrestrial,67.03,-50.31,124,2,1,1,13.2,0.58,31.55,5.08,60.39,4.55,68.78,9.73,0.67,nan,nan,nan,nan,nan,nan,nan,nan,-237.87,4.99,-232,5.36,-233.3,4.96,nan,nan,nan,nan,nan,nan,-28.37,0.41,-27.09,0.26,-26.48,0.35,-27.25,0.25,nan,nan,nan,nan,1.41,4.15,12.27,3.37,44.4,2.97,126.88,1.84,15.88,nan,nan,nan,nan,nan,nan,-233.76,4.92,-236.88,6.74,-236.97,5.04,-229.05,5.03,nan,nan,nan,nan,-29.93,1.26,-28.23,0.23,-27.46,0.32,-26.34,0.27,-26,0.28,nan,nan,nan,nan
Dion-Kirschner_et_al_2020,https://doi.org/10.1016/j.gca.2020.07.027,western Greenland,LSL,20N,2015,Salix glauca,Salix,glauca,shrub,terrestrial,67.03,-50.31,124,2,1,1,18.17,nan,60.35,5.02,119.09,9.15,116.69,16.34,0.96,nan,nan,nan,nan,nan,nan,-222.84,4.91,-238.34,4.99,-238.36,4.91,-242.13,5.45,nan,nan,nan,nan,nan,nan,-29,0.65,-29.11,0.29,-29.06,0.32,-30.47,0.26,nan,nan,nan,nan,3.68,8.54,23.56,7.05,118.25,6.52,367.05,4.19,41.74,1.34,nan,nan,nan,nan,nan,-238.46,4.86,-249.24,5.2,-245,4.81,-235.47,4.82,nan,nan,nan,nan,-31.87,0.13,-31.25,0.36,-30.97,0.25,-29.91,0.18,-29.47,0.2,-31.14,0.21,nan,nan
Dion-Kirschner_et_al_2020,https://doi.org/10.1016/j.gca.2020.07.027,western Greenland,LSL,30N,2015,Salix glauca,Salix,glauca,shrub,terrestrial,67.03,-50.31,124,2,1,1,19.59,0.36,93.45,8.17,171.32,7.93,112.91,16.63,1.06,nan,nan,nan,nan,nan,nan,-238.85,5.72,-230.22,4.95,-229.09,4.96,-224.78,5.08,nan,nan,nan,nan,nan,nan,-29.89,0.49,-28.82,0.27,-28.32,0.24,-30.51,0.24,nan,nan,nan,nan,2.66,4.26,22.08,4.08,63.48,3.58,242.93,2.71,41.38,nan,nan,nan,nan,nan,nan,-239.19,5.5,-231.9,4.77,-223.6,4.77,-216.58,5.17,nan,nan,nan,nan,-30.48,0.5,-30.62,0.15,-30.6,0.13,-29.31,0.25,-29.06,0.28,-29.69,1.11,nan,nan
Dion-Kirschner_et_al_2020,https://doi.org/10.1016/j.gca.2020.07.027,western Greenland,LSL,40W,2015,Salix glauca,Salix,glauca,shrub,terrestrial,67.03,-50.31,124,2,1,1,24.83,nan,66.88,4.54,65.23,3.6,43.92,44.99,4.25,nan,nan,nan,nan,nan,nan,-228.57,5.4,-231.32,5.73,-220.43,4.91,-231.4,4.91,nan,nan,nan,nan,nan,nan,-30.47,0.75,-29.59,0.29,-28.92,0.33,-28.71,0.31,nan,nan,nan,nan,3.35,8.2,22.17,7.5,80.43,4.82,187.16,3.22,30.17,1.43,4.51,nan,nan,nan,nan,-226.15,8.09,-235.66,7.12,-228.39,4.76,-215.86,4.89,nan,nan,nan,nan,-31.93,0.8,-30.79,0.18,-30.59,0.17,-29.68,0.13,-29.7,0.21,nan,nan,nan,nan
Dion-Kirschner_et_al_2020,https://doi.org/10.1016/j.gca.2020.07.027,western Greenland,LSL,50E,2015,Salix glauca,Salix,glauca,shrub,terrestrial,67.03,-50.31,124,2,1,1,23.09,nan,41.74,1.21,50.54,4.61,63.6,4.25,0.68,nan,nan,nan,nan,nan,nan,-259.02,7.79,-253.74,4.92,-240.51,4.92,-247.97,4.91,nan,nan,nan,nan,nan,nan,-29.12,0.35,-28.35,0.41,-28.06,0.27,-29.22,0.27,nan,nan,nan,nan,4.5,4.7,26.54,5.22,63.57,4.53,70.06,6.22,67.25,3.41,32.03,nan,nan,nan,nan,-231.5,5.11,-252.09,4.86,-252.19,4.94,nan,nan,nan,nan,nan,nan,nan,nan,-29.77,0.17,-29.21,0.4,-28.52,0.58,-30.83,0.2,nan,nan,nan,nan
Dion-Kirschner_et_al_2020,https://doi.org/10.1016/j.gca.2020.07.027,western Greenland,LSL,50S,2015,Salix glauca,Salix,glauca,shrub,terrestrial,67.03,-50.31,124,2,1,1,19.05,nan,31.1,0.94,58.64,4.25,57.86,17.85,1.71,nan,nan,nan,nan,nan,nan,-241.37,6.52,-237.28,4.92,-229.52,7.19,-228.91,5.14,nan,nan,nan,nan,nan,nan,-28.59,0.35,-28.44,0.3,-27.81,0.28,-28.38,0.32,nan,nan,nan,nan,1.62,6.1,9.44,5.32,42.08,4.86,206.05,5.19,42.02,2.21,3.57,nan,nan,nan,nan,nan,nan,-230.87,5.81,-238.12,4.77,-223.4,6.3,nan,nan,nan,nan,nan,nan,-30.08,0.14,-29.48,0.2,-28.47,0.14,-28.54,0.13,nan,nan,nan,nan
Oconnor_et_al_2020,https://doi.org/10.1016/j.orggeochem.2020.104064,AK transect,Franklin_Bluffs,S11_SAGL,2016,Salix glauca,Salix,glauca,shrub,terrestrial,69.77,-148.71,92,2,1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50,nan,40,nan,0,nan,10,nan,0,nan,nan,nan,nan,-240,nan,-239,4,-219,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Oconnor_et_al_2020,https://doi.org/10.1016/j.orggeochem.2020.104064,AK transect,Deadhorse,S12_SAGL,2016,Salix glauca,Salix,glauca,shrub,terrestrial,70.03,-148.65,41,2,1,0,nan,nan,0,nan,50,nan,50,nan,0,nan,0,nan,0,nan,nan,nan,nan,-224,1,-218,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60,nan,40,nan,0,nan,0,nan,0,nan,nan,nan,nan,-226,nan,-234,0,-211,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Oconnor_et_al_2020,https://doi.org/10.1016/j.orggeochem.2020.104064,AK transect,Arctic_Circle,S5_SAGL,2016,Salix glauca,Salix,glauca,shrub,terrestrial,66.56,-150.79,455,2,1,0,nan,nan,0,nan,30,nan,40,nan,30,nan,0,nan,0,nan,nan,nan,nan,-243,0,-247,1,-245,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20,nan,70,nan,20,nan,0,nan,0,nan,nan,nan,nan,-217,0,-261,1,-239,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Thomas_et_al_2016,https://doi.org/10.1002/2016GL068513,western Greenland,N3,N3p_12,2010,Salix glauca,Salix,glauca,shrub,terrestrial,68.636,-50.981,59,2,1,1,49.7,5.6,241.4,20.3,532.3,31.2,361.4,13.4,98.4,0,5.5,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,nan,258,nan,497,nan,2123,nan,184,nan,nan,nan,nan,-193.914333333333,13.2987420583051,-212.482,5.44780240096866,-211.429666666667,0.70874631098394,-182.626666666667,8.90910210589897,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,3LN,KRL-066,2019,Salix pulchra,Salix,pulchra,shrub,terrestrial,58.1,-68.46,61,2,1,1,158.42,0,463.47,61.02,1455.52,100.15,1781.22,91.49,1913.98,52.73,77.2,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23.1,51.42,86.81,44.75,404.18,82.66,76.59,66.71,377.58,17.32,26.66,14.94,15.12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,3LN,KRL-102,2021,Salix pulchra,Salix,pulchra,shrub,terrestrial,58.1,-68.46,61,2,1,1,36.27,0,99.01,17.76,299.57,29.08,375.68,13.65,338.66,4.39,11.59,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,3LN,KRL-134,2021,Salix pulchra,Salix,pulchra,shrub,terrestrial,58.1,-68.46,61,2,1,1,68.37,57.64,93.55,63.05,216.57,71.3,254.49,74.55,300.79,68.87,76.44,57.21,57.55,nan,nan,-205.87,5.14,-209.1,3.74,-197.01,3.35,-192.79,3.58,nan,nan,nan,nan,nan,nan,-30.07,0.14,-30.52,0.13,-33.16,0.29,-33.28,0.28,nan,nan,nan,nan,1.56,0.86,6.26,1.78,25.39,3.35,114.97,5.71,26.93,0.71,1.55,0.63,0.69,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Balascio_et_al_2018,https://doi.org/10.1016/j.orggeochem.2018.03.008,northern Norway,Hollabattjonnen,Balascio_3,2013,Salix reticula,Salix,reticulata,shrub,terrestrial,69.74,19.13,25,2,1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.13,nan,0.17,nan,2.85,nan,3.12,nan,24.15,nan,55.74,nan,13.84,nan,nan,nan,nan,nan,nan,nan,nan,-163,3,-160,4,-159,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hollister_et_al_2022,https://doi.org/10.1029/2022JG006903,Baffin Island,QPT,KVH218,2019,Salix reticulata,Salix,reticulata,shrub,terrestrial,63.68,-68.2,33,2,1,1,15.78,8.2,78.21,31.68,273.95,36.44,229.94,22.1,130.63,12.96,7.88,3.19,3.05,nan,nan,-181.89,2.87,-194.05,2.58,-206.63,2.64,-194.35,3.52,nan,nan,nan,nan,nan,nan,-31.64,0.03,-30.61,0.09,-30.71,0.12,-30.21,0.05,nan,nan,nan,nan,44.77,9.3,35.18,15.21,44.93,15.44,221.72,13.82,38.58,8.97,10.48,6.34,163.16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bakkelund_et_al_2018,https://doi.org/10.1016/j.orggeochem.2018.08.005,Yukon transect,Kluane,KL_S1,2014,Salix sp.,Salix,sp.,shrub,terrestrial,60.97,-138.06,950,2,3,1,32.51,5.38,176,15.52,183.96,9.78,114.2,2.9,17.61,nan,2.24,nan,1.81,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bakkelund_et_al_2018,https://doi.org/10.1016/j.orggeochem.2018.08.005,Yukon transect,Lost_Chicken,LC_S1,2016,Salix sp.,Salix,sp.,shrub,terrestrial,64.07,-141.91,588,2,3,1,40.05,6.25,189.7,13.42,181.1,15.57,187.89,5.06,17.9,nan,2.44,nan,1.62,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bakkelund_et_al_2018,https://doi.org/10.1016/j.orggeochem.2018.08.005,Yukon transect,Mayo,MYO_S1,2014,Salix sp.,Salix,sp.,shrub,terrestrial,63.54,-136.16,555,2,2,1,27.95,4.32,130.81,26.51,187.38,31.3,135,10.41,30.75,nan,2.84,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bakkelund_et_al_2018,https://doi.org/10.1016/j.orggeochem.2018.08.005,Yukon transect,Spindly_Pine,SP_S1,2017,Salix sp.,Salix,sp.,shrub,terrestrial,60.3,-134.99,792,2,1,1,50.85,1.99,94.41,4.67,256.83,12.13,271.97,13.39,115.57,5.08,6.08,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bakkelund_et_al_2018,https://doi.org/10.1016/j.orggeochem.2018.08.005,Yukon transect,Whitehorse,WH_S1,2014,Salix sp.,Salix,sp.,shrub,terrestrial,60.81,-135.21,729,2,4,1,29.66,3.91,91.73,9.78,171,13.17,124.48,4.17,40.89,nan,50.72,nan,16.53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hollister_et_al_2022,https://doi.org/10.1029/2022JG006903,Baffin Island,QPT,KVH198,2019,Salix uva-ursi,Salix,uva-ursi,shrub,terrestrial,63.68,-68.2,33,2,1,1,20.37,11.91,43.64,20.43,106.13,29.38,287.05,24.51,151.59,17.54,23.49,8.86,8.78,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,47.85,10.4,27.86,19.7,73.37,23.82,260.89,23.41,71.27,18.19,20.05,0,527.77,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Thomas_et_al_2016,https://doi.org/10.1002/2016GL068513,western Greenland,N3,N3p_5,2010,Saxifraga paniculata,Saxifraga,paniculata,forb,terrestrial,68.636,-50.981,59,3,1,1,1.4,0,0.6,0.2,1.7,0.3,6.8,0.5,11.5,0.6,9.1,0,6.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,14,nan,255,nan,1630,nan,3488,nan,705,nan,nan,nan,nan,nan,nan,-212.211666666667,12.6381893613497,-231.034666666667,0.631873668808357,-232.414,1.39512293365137,-226.477666666667,2.34738776799517,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Wilkie_et_al_2013,https://doi.org/10.5194/cp-9-335-2013,Far East Russia,Elgygytgyn,Wilkie_2,2003,Saxifrage,Saxifrage,sp.,forb,terrestrial,67.5,172.1,492,3,1,0,19.6,nan,17.8,nan,45.1,nan,13.6,nan,13.9,nan,29.2,nan,nan,nan,nan,nan,nan,-226,4,nan,nan,nan,nan,-230,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Balascio_et_al_2018,https://doi.org/10.1016/j.orggeochem.2018.03.008,northern Norway,Hollabattjonnen,Balascio_1,2013,Sphagnum sp.,Sphagnum,sp.,moss,terrestrial,69.74,19.13,25,6,1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.67,nan,1.97,nan,1.72,nan,9.19,nan,31.16,nan,44.05,nan,11.25,nan,nan,nan,nan,-181,6,-190,4,-190,3,-185,4,-178,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,3LN,KRL-113,2021,Sphagnum sp. 1,Sphagnum,sp. 1,moss,terrestrial,58.1,-68.46,61,6,1,1,30.75,2.13,66.56,8.21,242.61,13.07,131.52,8.1,134.01,3.54,38.55,0,15.1,nan,nan,-218.57,3.85,-232.36,3.23,-229.98,4.62,-228.04,3.36,nan,nan,nan,nan,nan,nan,-33.94,0.21,-36.77,0.37,-38.17,0.14,-38.05,0.12,nan,nan,nan,nan,0.5,0.27,0.54,0.29,1.31,0.54,13.46,0.86,15.39,0.97,9.58,4.33,6.52,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,3LN,KRL-114,2021,Sphagnum sp. 2,Sphagnum,sp. 2,moss,terrestrial,58.1,-68.46,61,6,1,1,6.03,0.59,37.17,10.13,128.5,12.08,102.25,2.75,12.04,0,1.4,0,0,nan,nan,-230.44,3.65,-245.39,3.13,-253.92,3.35,-229.57,8.96,nan,nan,nan,nan,nan,nan,-35.37,0.19,-36.56,0.39,-37.68,0.29,-37.33,0.21,nan,nan,nan,nan,8.86,2,20.78,2.5,41.23,2.58,20.45,1.49,4.12,1.46,3.03,1.73,1.71,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,3LN,KRL-078,2019,Sphagnum warnstorfii,Sphagnum,warnstorfii,moss,terrestrial,58.1,-68.46,61,6,1,1,7.6,10.22,22.18,5.15,38.99,3.93,10.89,2.43,5.82,1.87,4.82,1.7,2.93,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,93.8,5.34,173.03,7.32,85.13,4.54,52.07,0.73,6.95,0,0.84,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,AFR,KVH242,2019,Stereocaulon capitate,Stereocaulon,capitate,lichen,terrestrial,72.42,-77.44,895,8,1,1,20.88,1.8,24.45,3.65,15.83,2.11,10.61,0.98,2.9,0.74,1.36,0.54,0.54,nan,nan,-261.42,4.58,-263.05,4.27,-251.98,3.74,-236.58,3.45,nan,nan,nan,nan,nan,nan,-33.97,0.29,-35.39,0.37,-36.13,0.33,-37.69,0.27,nan,nan,nan,nan,23.32,23.05,34.34,20.98,35.37,14.26,22.73,13.3,18.32,9.48,14,8.17,9.63,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
